order_id,device_id,poll_events_3m_beforeOCT,poll_events_3m_afterOCT,poll_events_1h_beforeOCT,typesOf_status_codes_3m_beforeOCT,typesOf_status_codes_3m_afterOCT,typesOf_status_codes_1h_beforeOCT,typesOf_error_codes_3m_beforeOCT,typesOf_error_codes_3m_afterOCT,typesOf_error_codes_1h_beforeOCT,ok_responses_3m_beforeOCT,ok_responses_3m_afterOCT,ok_responses_1h_beforeOCT,order_creation_time,immed_preceding_polling_event_CT,immed_following_polling_event_CT,most_recent_conn_status,most_recent_conn_status_time
102562147,4dc25416-ba7b-4291-9c5a-f8aa7ebae2c2,44,48,896,1,1,1,0,0,0,44,48,896,2020-02-26T16:51:58.000+01:00,2020-02-26 10:23:09,2020-02-26 16:52:03,ONLINE,2020-02-26 10:09:11
102585763,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,88,1736,1,1,1,0,0,0,88,88,1736,2020-02-26T18:19:06.000+01:00,2020-02-26 00:00:09,2020-02-26 18:19:08,ONLINE,2020-02-26 03:17:43
102586423,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,80,72,392,1,1,2,0,0,1,80,72,352,2020-02-26T18:21:25.000+01:00,2020-02-26 10:28:30,2020-02-26 18:21:30,ONLINE,2020-02-26 15:40:50
102586716,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,88,1736,1,1,1,0,0,0,88,88,1736,2020-02-26T18:22:20.000+01:00,2020-02-26 00:00:09,2020-02-26 18:22:24,ONLINE,2020-02-26 03:17:43
102592758,1cdc8ef5-3752-4200-8b84-3a1df38b195f,18,22,428,1,1,2,0,0,1,18,22,426,2020-02-26T18:44:24.000+01:00,2020-02-26 00:00:12,2020-02-26 18:44:25,ONLINE,2020-02-26 13:00:16
102596781,bd394c60-e6d4-4f3d-956c-6498d1ad3714,22,24,422,1,1,1,0,0,0,22,24,422,2020-02-26T18:55:23.000+01:00,2020-02-26 16:45:52,2020-02-26 18:55:25,ONLINE,2020-02-26 18:37:15
102598976,1cdc8ef5-3752-4200-8b84-3a1df38b195f,20,20,412,1,1,2,0,0,1,20,20,408,2020-02-26T19:01:28.000+01:00,2020-02-26 00:00:12,2020-02-26 19:01:37,ONLINE,2020-02-26 13:00:16
102601588,37038c92-5c1d-4fa8-8416-1c0402eaf002,48,66,186,1,1,1,0,0,0,48,66,186,2020-02-26T19:09:06.000+01:00,2020-02-26 11:28:29,2020-02-26 19:09:21,ONLINE,2020-02-26 19:02:28
102604978,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,96,1728,1,1,1,0,0,0,88,96,1728,2020-02-26T19:18:45.000+01:00,2020-02-26 00:00:09,2020-02-26 19:19:01,ONLINE,2020-02-26 03:17:43
102605689,942dea73-a6c3-4c2c-8ccd-b136be676105,36,27,441,1,2,1,0,1,0,36,24,441,2020-02-26T19:23:17.000+01:00,2020-02-26 09:43:54,2020-02-26 19:23:25,ONLINE,2020-02-26 12:42:28
102606601,82fb1d95-c894-4499-825e-8774d0247087,48,44,776,1,1,1,0,0,0,48,44,776,2020-02-26T19:23:31.000+01:00,2020-02-26 10:13:36,2020-02-26 19:23:43,ONLINE,2020-02-26 09:29:17
102611596,975ca51a-7aa9-4fb2-bf75-e04a4b7ceb7c,44,48,936,1,1,1,0,0,0,44,48,936,2020-02-26T19:38:24.000+01:00,2020-02-26 14:21:09,2020-02-26 19:38:26,ONLINE,2020-02-26 14:31:28
102616095,75f4361b-fdf3-40f9-a9f0-358e5a04951f,242,242,5038,2,1,2,1,0,1,220,242,5016,2020-02-26T19:49:45.000+01:00,2020-02-26 11:11:36,2020-02-26 19:49:57,ONLINE,2020-02-26 11:49:11
102616866,ea6991c2-0bb6-42f9-9ebf-81309e17f2d9,192,176,4544,1,1,2,0,0,1,192,176,4512,2020-02-26T19:54:27.000+01:00,2020-02-26 11:02:30,2020-02-26 19:54:41,ONLINE,2020-02-26 11:38:44
102619759,a8d153dc-2294-4446-b190-78dd8c306e74,16,14,388,2,1,2,1,0,1,14,14,376,2020-02-26T19:59:51.000+01:00,2020-02-26 00:21:52,2020-02-26 20:00:34,ONLINE,2020-02-26 11:30:12
102622798,a8d153dc-2294-4446-b190-78dd8c306e74,18,16,390,1,1,2,0,0,1,18,16,380,2020-02-26T20:11:14.000+01:00,2020-02-26 00:21:52,2020-02-26 20:11:30,ONLINE,2020-02-26 11:30:12
102624784,75f4361b-fdf3-40f9-a9f0-358e5a04951f,264,264,5016,1,1,2,0,0,1,264,264,4994,2020-02-26T20:13:43.000+01:00,2020-02-26 11:11:36,2020-02-26 20:13:52,ONLINE,2020-02-26 11:49:11
102626772,e7d50744-08f1-4718-bab2-c2a49221a8c9,44,36,708,1,2,2,0,1,1,44,32,676,2020-02-26T20:20:11.000+01:00,2020-02-26 11:00:13,2020-02-26 20:20:18,ONLINE,2020-02-26 10:48:40
102629350,1cdc8ef5-3752-4200-8b84-3a1df38b195f,22,20,408,1,1,2,0,0,1,22,20,400,2020-02-26T20:27:05.000+01:00,2020-02-26 00:00:12,2020-02-26 20:27:19,ONLINE,2020-02-26 13:00:16
102629545,a8e81a48-afae-41c3-88b1-92dc858fe556,48,48,928,1,1,1,0,0,0,48,48,928,2020-02-26T20:30:54.000+01:00,2020-02-26 09:47:15,2020-02-26 20:31:02,ONLINE,2020-02-26 19:14:12
102636015,e86c94a0-0f9c-4dae-8d20-0081d5b5747f,24,24,438,1,1,2,0,0,1,24,24,436,2020-02-26T20:49:22.000+01:00,2020-02-26 10:28:04,2020-02-26 20:49:28,ONLINE,2020-02-26 16:51:12
102636337,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,96,1720,1,1,1,0,0,0,88,96,1720,2020-02-26T20:53:06.000+01:00,2020-02-26 00:00:09,2020-02-26 20:53:10,ONLINE,2020-02-26 03:17:43
102636802,7f165816-17f9-43ec-92f3-51cb4c50eb93,108,108,240,2,1,2,1,0,1,84,108,204,2020-02-26T20:54:37.000+01:00,2020-02-26 04:36:13,2020-02-26 20:54:44,ONLINE,2020-02-26 20:50:42
102638749,e7d50744-08f1-4718-bab2-c2a49221a8c9,44,44,836,1,1,2,0,0,1,44,44,816,2020-02-26T20:58:55.000+01:00,2020-02-26 11:00:13,2020-02-26 20:59:00,ONLINE,2020-02-26 10:48:40
102638886,ea6991c2-0bb6-42f9-9ebf-81309e17f2d9,176,144,2032,1,1,2,0,0,1,176,144,2016,2020-02-26T21:00:05.000+01:00,2020-02-26 11:02:30,2020-02-26 21:00:06,ONLINE,2020-02-26 11:38:44
102638946,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,96,1720,1,1,1,0,0,0,88,96,1720,2020-02-26T21:01:30.000+01:00,2020-02-26 00:00:09,2020-02-26 21:01:33,ONLINE,2020-02-26 03:17:43
102639489,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,88,1728,1,1,1,0,0,0,88,88,1728,2020-02-26T21:04:55.000+01:00,2020-02-26 00:00:09,2020-02-26 21:05:01,ONLINE,2020-02-26 03:17:43
102639492,1cdc8ef5-3752-4200-8b84-3a1df38b195f,16,14,396,1,1,2,0,0,1,16,14,388,2020-02-26T21:02:21.000+01:00,2020-02-26 00:00:12,2020-02-26 21:03:36,ONLINE,2020-02-26 13:00:16
102641191,02829daf-1952-4e03-9f45-58dd49a4b4d7,22,24,468,1,1,1,0,0,0,22,24,468,2020-02-26T21:08:53.000+01:00,2020-02-26 10:37:21,2020-02-26 21:08:59,ONLINE,2020-02-26 18:36:09
102641378,b5abcecd-8afe-4fe5-9c4c-a6539308984f,22,24,468,1,1,1,0,0,0,22,24,468,2020-02-26T21:10:42.000+01:00,2020-02-26 00:46:22,2020-02-26 21:10:49,ONLINE,2020-02-26 15:14:16
102643141,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,48,64,664,2,2,2,1,1,1,32,56,536,2020-02-26T21:17:48.000+01:00,2020-02-26 10:28:30,2020-02-26 21:18:07,ONLINE,2020-02-26 15:40:50
102643169,dea02fd8-5394-4568-9179-8ef81c495829,20,24,452,1,1,1,0,0,0,20,24,452,2020-02-26T21:26:37.000+01:00,2020-02-26 10:21:17,2020-02-26 21:26:39,ONLINE,2020-02-26 16:28:04
102644271,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,80,56,808,1,2,2,0,1,1,80,48,672,2020-02-26T21:24:09.000+01:00,2020-02-26 10:28:30,2020-02-26 21:24:37,ONLINE,2020-02-26 15:40:50
102648517,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,48,72,1088,2,1,2,1,0,1,40,72,904,2020-02-26T21:45:38.000+01:00,2020-02-26 10:28:30,2020-02-26 21:45:40,ONLINE,2020-02-26 15:40:50
102651176,a8d153dc-2294-4446-b190-78dd8c306e74,22,24,456,1,1,1,0,0,0,22,24,456,2020-02-26T22:02:20.000+01:00,2020-02-26 00:21:52,2020-02-26 22:02:27,ONLINE,2020-02-26 11:30:12
102651337,e11ac19f-86ec-494f-b34b-cdc6e7d90d0f,120,60,2260,1,2,2,0,1,1,120,50,2250,2020-02-26T22:03:32.000+01:00,2020-02-26 11:45:21,2020-02-26 22:03:42,ONLINE,2020-02-26 14:48:04
102651346,a8d153dc-2294-4446-b190-78dd8c306e74,22,24,460,1,1,1,0,0,0,22,24,460,2020-02-26T22:03:42.000+01:00,2020-02-26 00:21:52,2020-02-26 22:03:44,ONLINE,2020-02-26 11:30:12
102653010,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,56,24,768,1,2,2,0,1,1,56,16,664,2020-02-26T22:17:42.000+01:00,2020-02-26 10:28:30,2020-02-26 22:17:54,ONLINE,2020-02-26 15:40:50
102654618,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,88,1752,1,1,1,0,0,0,88,88,1752,2020-02-26T22:34:48.000+01:00,2020-02-26 00:00:09,2020-02-26 22:34:59,ONLINE,2020-02-26 03:17:43
102655966,1cdc8ef5-3752-4200-8b84-3a1df38b195f,16,20,378,2,2,2,1,1,1,14,18,368,2020-02-26T22:40:58.000+01:00,2020-02-26 00:00:12,2020-02-26 22:41:07,ONLINE,2020-02-26 13:00:16
102656494,4a771d87-1cc3-4531-a671-9a2ae14628f0,88,88,1752,1,1,1,0,0,0,88,88,1752,2020-02-26T22:43:59.000+01:00,2020-02-26 00:00:09,2020-02-26 22:44:14,ONLINE,2020-02-26 03:17:43
102658115,1975546c-54b1-4a36-8b4b-3a194862a38d,120,132,2664,1,1,1,0,0,0,120,132,2664,2020-02-26T22:57:51.000+01:00,2020-02-26 00:00:02,2020-02-26 22:58:04,ONLINE,2020-02-26 02:57:52
